BioSample	Experiment	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	genotype	time	treatment	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA_Study	source_name	tissue
SAMN04251759	SRX1424144	2015-11-20	3242	2065	SRR2931250	SRS1156511	GSM1933556	Kinandang puti (KP; IRGC#44513, Indica)	75 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251760	SRX1424145	2015-11-20	4033	2802	SRR2931251	SRS1156512	GSM1933557	Kinandang puti (KP; IRGC#44513, Indica)	75 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251764	SRX1424146	2015-11-20	3372	2317	SRR2931252	SRS1156510	GSM1933558	Kinandang puti (KP; IRGC#44513, Indica)	90 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251765	SRX1424147	2015-11-20	3704	2345	SRR2931253	SRS1156509	GSM1933559	Kinandang puti (KP; IRGC#44513, Indica)	105 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251766	SRX1424148	2015-11-20	2672	1724	SRR2931254	SRS1156508	GSM1933560	Kinandang puti (KP; IRGC#44513, Indica)	105 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251767	SRX1424149	2015-11-20	3165	2047	SRR2931255	SRS1156507	GSM1933561	Kinandang puti (KP; IRGC#44513, Indica)	120 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251768	SRX1424150	2015-11-20	3447	2223	SRR2931256	SRS1156506	GSM1933562	Kinandang puti (KP; IRGC#44513, Indica)	120 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251769	SRX1424151	2015-11-20	3630	2525	SRR2931257	SRS1156505	GSM1933563	Kinandang puti (KP; IRGC#44513, Indica)	135 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251770	SRX1424152	2015-11-20	3477	2222	SRR2931258	SRS1156504	GSM1933564	Kinandang puti (KP; IRGC#44513, Indica)	135 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251771	SRX1424153	2015-11-20	3799	2586	SRR2931259	SRS1156503	GSM1933565	Kinandang puti (KP; IRGC#44513, Indica)	105 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251772	SRX1424154	2015-11-20	3303	2137	SRR2931260	SRS1156501	GSM1933566	Kinandang puti (KP; IRGC#44513, Indica)	105 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251773	SRX1424155	2015-11-20	3500	2237	SRR2931261	SRS1156502	GSM1933567	Kinandang puti (KP; IRGC#44513, Indica)	120 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251774	SRX1424156	2015-11-20	3671	2496	SRR2931262	SRS1156498	GSM1933568	Kinandang puti (KP; IRGC#44513, Indica)	120 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251775	SRX1424157	2015-11-20	3819	2628	SRR2931263	SRS1156499	GSM1933569	Kinandang puti (KP; IRGC#44513, Indica)	150 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251776	SRX1424158	2015-11-20	3602	2337	SRR2931264	SRS1156497	GSM1933570	Kinandang puti (KP; IRGC#44513, Indica)	150 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251777	SRX1424159	2015-11-20	3857	2618	SRR2931265	SRS1156496	GSM1933571	Kinandang puti (KP; IRGC#44513, Indica)	165 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251778	SRX1424160	2015-11-20	3252	2244	SRR2931266	SRS1156500	GSM1933572	Kinandang puti (KP; IRGC#44513, Indica)	165 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251779	SRX1424161	2015-11-20	2897	1834	SRR2931267	SRS1156495	GSM1933573	Kinandang puti (KP; IRGC#44513, Indica)	180 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251780	SRX1424162	2015-11-20	3669	2444	SRR2931268	SRS1156494	GSM1933574	Kinandang puti (KP; IRGC#44513, Indica)	180 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251781	SRX1424163	2015-11-20	2886	1815	SRR2931269	SRS1156493	GSM1933575	Kinandang puti (KP; IRGC#44513, Indica)	210 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251782	SRX1424164	2015-11-20	3234	2070	SRR2931270	SRS1156248	GSM1933576	Kinandang puti (KP; IRGC#44513, Indica)	210 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251783	SRX1424165	2015-11-20	5039	3478	SRR2931271	SRS1156492	GSM1933577	Kinandang puti (KP; IRGC#44513, Indica)	240 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251784	SRX1424166	2015-11-20	3605	2256	SRR2931272	SRS1156491	GSM1933578	Kinandang puti (KP; IRGC#44513, Indica)	240 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251785	SRX1424167	2015-11-20	2833	1873	SRR2931273	SRS1156490	GSM1933579	Kinandang puti (KP; IRGC#44513, Indica)	270 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251786	SRX1424168	2015-11-20	3797	2448	SRR2931274	SRS1156489	GSM1933580	Kinandang puti (KP; IRGC#44513, Indica)	270 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251787	SRX1424169	2015-11-20	3287	2078	SRR2931275	SRS1156488	GSM1933581	Kinandang puti (KP; IRGC#44513, Indica)	300 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251728	SRX1424170	2015-11-20	3170	2046	SRR2931276	SRS1156487	GSM1933582	Kinandang puti (KP; IRGC#44513, Indica)	300 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251729	SRX1424171	2015-11-20	3092	2015	SRR2931277	SRS1156486	GSM1933583	Pandan wangi (PW; IRGC#35834, Japonica)	15 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251730	SRX1424172	2015-11-20	2422	1514	SRR2931278	SRS1156484	GSM1933584	Pandan wangi (PW; IRGC#35834, Japonica)	15 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251731	SRX1424173	2015-11-20	3607	2357	SRR2931279	SRS1156485	GSM1933585	Pandan wangi (PW; IRGC#35834, Japonica)	30 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251732	SRX1424174	2015-11-20	1458	965	SRR2931280	SRS1156483	GSM1933586	Pandan wangi (PW; IRGC#35834, Japonica)	30 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251733	SRX1424175	2015-11-20	4232	2752	SRR2931281	SRS1156482	GSM1933587	Pandan wangi (PW; IRGC#35834, Japonica)	45 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251734	SRX1424176	2015-11-20	3168	2104	SRR2931282	SRS1156481	GSM1933588	Pandan wangi (PW; IRGC#35834, Japonica)	45 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251735	SRX1424177	2015-11-20	3066	1957	SRR2931283	SRS1156480	GSM1933589	Pandan wangi (PW; IRGC#35834, Japonica)	60 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251736	SRX1424178	2015-11-20	3958	2690	SRR2931284	SRS1156479	GSM1933590	Pandan wangi (PW; IRGC#35834, Japonica)	60 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251737	SRX1424179	2015-11-20	3129	2027	SRR2931285	SRS1156478	GSM1933591	Pandan wangi (PW; IRGC#35834, Japonica)	75 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251738	SRX1424180	2015-11-20	4459	3035	SRR2931286	SRS1156247	GSM1933592	Pandan wangi (PW; IRGC#35834, Japonica)	75 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251739	SRX1424181	2015-11-20	2865	1986	SRR2931287	SRS1156477	GSM1933593	Pandan wangi (PW; IRGC#35834, Japonica)	90 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251740	SRX1424182	2015-11-20	3034	1936	SRR2931288	SRS1156476	GSM1933594	Pandan wangi (PW; IRGC#35834, Japonica)	90 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251741	SRX1424183	2015-11-20	4274	2722	SRR2931289	SRS1156475	GSM1933595	Pandan wangi (PW; IRGC#35834, Japonica)	105 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251742	SRX1424184	2015-11-20	2949	1844	SRR2931290	SRS1156472	GSM1933596	Pandan wangi (PW; IRGC#35834, Japonica)	105 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251743	SRX1424185	2015-11-20	4380	3039	SRR2931291	SRS1156473	GSM1933597	Pandan wangi (PW; IRGC#35834, Japonica)	120 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251744	SRX1424186	2015-11-20	3718	2401	SRR2931292	SRS1156474	GSM1933598	Pandan wangi (PW; IRGC#35834, Japonica)	120 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251745	SRX1424187	2015-11-20	3880	2560	SRR2931293	SRS1156471	GSM1933599	Pandan wangi (PW; IRGC#35834, Japonica)	135 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251746	SRX1424188	2015-11-20	4031	2728	SRR2931294	SRS1156470	GSM1933600	Pandan wangi (PW; IRGC#35834, Japonica)	135 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251747	SRX1424189	2015-11-20	4228	2812	SRR2931295	SRS1156469	GSM1933601	Pandan wangi (PW; IRGC#35834, Japonica)	150 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251748	SRX1424190	2015-11-20	3271	2225	SRR2931296	SRS1156468	GSM1933602	Pandan wangi (PW; IRGC#35834, Japonica)	150 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251749	SRX1424191	2015-11-20	4084	2767	SRR2931297	SRS1156467	GSM1933603	Pandan wangi (PW; IRGC#35834, Japonica)	165 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251750	SRX1424192	2015-11-20	1511	941	SRR2931298	SRS1156465	GSM1933604	Pandan wangi (PW; IRGC#35834, Japonica)	165 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251751	SRX1424193	2015-11-20	2765	1765	SRR2931299	SRS1156466	GSM1933605	Pandan wangi (PW; IRGC#35834, Japonica)	180 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251752	SRX1424194	2015-11-20	2917	1897	SRR2931300	SRS1156464	GSM1933606	Pandan wangi (PW; IRGC#35834, Japonica)	180 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251753	SRX1424195	2015-11-20	3320	2219	SRR2931301	SRS1156462	GSM1933607	Pandan wangi (PW; IRGC#35834, Japonica)	195 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251754	SRX1424196	2015-11-20	4875	3302	SRR2931302	SRS1156463	GSM1933608	Pandan wangi (PW; IRGC#35834, Japonica)	195 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251755	SRX1424197	2015-11-20	3839	2624	SRR2931303	SRS1156461	GSM1933609	Pandan wangi (PW; IRGC#35834, Japonica)	210 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251756	SRX1424198	2015-11-20	3917	2656	SRR2931304	SRS1156460	GSM1933610	Pandan wangi (PW; IRGC#35834, Japonica)	210 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251757	SRX1424199	2015-11-20	4084	2823	SRR2931305	SRS1156459	GSM1933611	Pandan wangi (PW; IRGC#35834, Japonica)	225 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252001	SRX1424200	2015-11-20	3000	2021	SRR2931306	SRS1156458	GSM1933612	Pandan wangi (PW; IRGC#35834, Japonica)	225 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251994	SRX1424201	2015-11-20	4002	2677	SRR2931307	SRS1156457	GSM1933613	Pandan wangi (PW; IRGC#35834, Japonica)	240 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251995	SRX1424202	2015-11-20	3153	2069	SRR2931308	SRS1156456	GSM1933614	Pandan wangi (PW; IRGC#35834, Japonica)	240 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251996	SRX1424203	2015-11-20	3770	2432	SRR2931309	SRS1156455	GSM1933615	Pandan wangi (PW; IRGC#35834, Japonica)	270 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251997	SRX1424204	2015-11-20	1787	1245	SRR2931310	SRS1156454	GSM1933616	Pandan wangi (PW; IRGC#35834, Japonica)	270 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251998	SRX1424205	2015-11-20	2334	1469	SRR2931311	SRS1156453	GSM1933617	Pandan wangi (PW; IRGC#35834, Japonica)	300 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251999	SRX1424206	2015-11-20	6859	4581	SRR2931312	SRS1156452	GSM1933618	Pandan wangi (PW; IRGC#35834, Japonica)	300 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252000	SRX1424207	2015-11-20	3764	2386	SRR2931313	SRS1156450	GSM1933619	Pandan wangi (PW; IRGC#35834, Japonica)	15 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252002	SRX1424208	2015-11-20	2793	1891	SRR2931314	SRS1156451	GSM1933620	Pandan wangi (PW; IRGC#35834, Japonica)	15 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252003	SRX1424209	2015-11-20	3249	2101	SRR2931315	SRS1156449	GSM1933621	Pandan wangi (PW; IRGC#35834, Japonica)	30 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252004	SRX1424210	2015-11-20	4162	2657	SRR2931316	SRS1156448	GSM1933622	Pandan wangi (PW; IRGC#35834, Japonica)	30 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252005	SRX1424211	2015-11-20	3097	2068	SRR2931317	SRS1156446	GSM1933623	Pandan wangi (PW; IRGC#35834, Japonica)	45 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252006	SRX1424212	2015-11-20	3451	2205	SRR2931318	SRS1156253	GSM1933624	Pandan wangi (PW; IRGC#35834, Japonica)	45 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252007	SRX1424213	2015-11-20	3932	2682	SRR2931319	SRS1156447	GSM1933625	Pandan wangi (PW; IRGC#35834, Japonica)	60 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
